time,station_id,name,latitude,longitude,aqi,pm25,pm10,co,co2,no2,o3,so2,dust,uv,temp,hum
2026-07-02T19:00:00Z,srinagar,Srinagar,34.0837,74.7973,88,34.1,35.3,1169,523,35.4,21,2.9,2,0,21,86
2026-07-02T19:00:00Z,anantnag,Anantnag,33.7311,75.1487,65,20,22.2,625,489,28.6,8,0.4,7,0,20.1,81
2026-07-02T19:00:00Z,baramulla,Baramulla,34.198,74.3636,80,24.7,25.7,327,515,15,44,0.6,2,0,21.3,73
2026-07-02T19:00:00Z,budgam,Budgam,33.9299,74.7857,88,34.1,35.3,297,469,35.4,21,2.9,2,0,19.4,87
2026-07-02T19:00:00Z,bandipora,Bandipora,34.4177,74.6431,85,38.8,42.1,292,498,23.4,41,3.1,8,0,19.5,76
2026-07-02T19:00:00Z,ganderbal,Ganderbal,34.2265,74.7748,85,38.8,42.1,500,511,23.4,41,3.1,8,0,19.1,85
2026-07-02T19:00:00Z,kulgam,Kulgam,33.6444,75.0192,65,20,22.2,245,466,28.6,8,0.4,7,0,18.9,86
2026-07-02T19:00:00Z,kupwara,Kupwara,34.5262,74.2546,85,28.8,29.7,304,533,17.4,40,1.7,1,0,19.2,72
2026-07-02T19:00:00Z,pulwama,Pulwama,33.8716,74.8988,88,34.1,35.3,414,478,35.4,21,2.9,2,0,18.5,85
2026-07-02T19:00:00Z,shopian,Shopian,33.7167,74.8333,59,7.1,7.9,327,477,17.9,43,0.6,1,0,16.8,67
2026-07-02T19:00:00Z,sopore,Sopore,34.287,74.467,85,28.8,29.7,447,511,17.4,40,1.7,1,0,20.5,81
2026-07-02T19:00:00Z,handwara,Handwara,34.4,74.28,85,28.8,29.7,295,536,17.4,40,1.7,1,0,19.8,71
2026-07-02T19:00:00Z,gulmarg,Gulmarg,34.0484,74.3805,80,24.7,25.7,248,472,15,44,0.6,2,0,12.5,91
2026-07-02T19:00:00Z,pahalgam,Pahalgam,34.0159,75.3151,68,22.8,24.3,310,487,23.1,6,0,4,0,16.7,80
2026-07-02T19:00:00Z,sonamarg,Sonamarg,34.305,75.293,50,6.4,7.4,173,448,5,26,0,3,0,12.1,100
2026-07-02T19:00:00Z,yusmarg,Yusmarg,33.83,74.66,88,34.1,35.3,226,470,35.4,21,2.9,2,0,15.2,77
2026-07-02T19:00:00Z,tangmarg,Tangmarg,34.045,74.429,80,24.7,25.7,248,472,15,44,0.6,2,0,17.2,73
2026-07-02T19:00:00Z,uri,Uri,34.079,74.05,89,35.2,40.6,306,563,17,52,0.1,13,0,20.4,97
2026-07-02T19:00:00Z,awantipora,Awantipora,33.92,75.01,68,22.8,24.3,470,487,23.1,6,0,4,0,19.2,92
2026-07-02T19:00:00Z,bijbehara,Bijbehara,33.793,75.105,65,20,22.2,592,516,28.6,8,0.4,7,0,19.6,88
2026-07-02T19:00:00Z,qazigund,Qazigund,33.64,75.15,65,20,22.2,318,510,28.6,8,0.4,7,0,19.5,82
2026-07-02T19:00:00Z,verinag,Verinag,33.55,75.254,65,20,22.2,230,505,28.6,8,0.4,7,0,17.6,94
2026-07-02T19:00:00Z,kokernag,Kokernag,33.59,75.32,65,20,22.2,230,505,28.6,8,0.4,7,0,17.1,94
2026-07-02T19:00:00Z,tral,Tral,33.935,75.11,68,22.8,24.3,345,496,23.1,6,0,4,0,19.1,79
2026-07-02T19:00:00Z,beerwah,Beerwah,33.995,74.71,88,34.1,35.3,371,471,35.4,21,2.9,2,0,19.6,74
2026-07-02T19:00:00Z,banihal,Banihal,33.438,75.197,65,20,22.2,258,517,28.6,8,0.4,7,0,19.9,96
2026-07-02T19:00:00Z,gurez,Gurez (Dawar),34.63,74.83,61,20.6,24.5,185,468,6.3,75,0,10,0,15.6,93
2026-07-02T19:00:00Z,tangdhar,Tangdhar,34.69,74.08,58,18.3,19.5,173,514,10.1,70,0,3,0,9.6,94
2026-07-02T20:00:00Z,srinagar,Srinagar,34.0837,74.7973,87,32.5,33.3,1000,534,33.8,16,2.2,1,0,19.8,93
2026-07-02T20:00:00Z,anantnag,Anantnag,33.7311,75.1487,65,19.7,22.1,518,490,24.3,20,0.5,7,0,19.7,87
2026-07-02T20:00:00Z,baramulla,Baramulla,34.198,74.3636,80,23.6,24.9,266,503,12.2,59,0.7,3,0,21.1,72
2026-07-02T20:00:00Z,budgam,Budgam,33.9299,74.7857,87,32.5,33.3,274,473,33.8,16,2.2,1,0,19,81
2026-07-02T20:00:00Z,bandipora,Bandipora,34.4177,74.6431,84,36.8,39.1,258,503,23.6,24,2.2,6,0,18.7,78
2026-07-02T20:00:00Z,ganderbal,Ganderbal,34.2265,74.7748,84,36.8,39.1,358,517,23.6,24,2.2,6,0,18.8,85
2026-07-02T20:00:00Z,kulgam,Kulgam,33.6444,75.0192,65,19.7,22.1,229,467,24.3,20,0.5,7,0,17.9,95
2026-07-02T20:00:00Z,kupwara,Kupwara,34.5262,74.2546,83,27.2,28,271,535,17,32,1.1,1,0,18.8,72
2026-07-02T20:00:00Z,pulwama,Pulwama,33.8716,74.8988,87,32.5,33.3,356,480,33.8,16,2.2,1,0,18,81
