time,station_id,name,latitude,longitude,aqi,pm25,pm10,co,co2,no2,o3,so2,dust,uv,temp,hum
2026-05-23T19:00:00Z,srinagar,Srinagar,34.0837,74.7973,74,47.7,55.8,827,492,45.4,11,2.3,18,0,,
2026-05-23T19:00:00Z,anantnag,Anantnag,33.7311,75.1487,65,24.2,29.4,504,477,26.3,20,0.5,18,0,,
2026-05-23T19:00:00Z,baramulla,Baramulla,34.198,74.3636,64,28,40,230,475,18.8,59,1.6,26,0,,
2026-05-23T19:00:00Z,budgam,Budgam,33.9299,74.7857,74,47.7,55.8,254,462,45.4,11,2.3,18,0,,
2026-05-23T19:00:00Z,bandipora,Bandipora,34.4177,74.6431,62,20.7,27.9,209,476,26.3,36,4.5,16,0,,
2026-05-23T19:00:00Z,ganderbal,Ganderbal,34.2265,74.7748,62,20.7,27.9,331,488,26.3,36,4.5,16,0,,
2026-05-23T19:00:00Z,kulgam,Kulgam,33.6444,75.0192,65,24.2,29.4,268,469,26.3,20,0.5,18,0,,
2026-05-23T19:00:00Z,kupwara,Kupwara,34.5262,74.2546,63,21.8,32.4,235,500,17.2,66,3.1,23,0,,
2026-05-23T19:00:00Z,pulwama,Pulwama,33.8716,74.8988,74,47.7,55.8,381,463,45.4,11,2.3,18,0,,
2026-05-23T19:00:00Z,shopian,Shopian,33.7167,74.8333,55,22.9,26.2,389,468,18.9,37,0,8,0,,
2026-05-23T19:00:00Z,sopore,Sopore,34.287,74.467,63,21.8,32.4,387,478,17.2,66,3.1,23,0,,
2026-05-23T19:00:00Z,handwara,Handwara,34.4,74.28,63,21.8,32.4,222,510,17.2,66,3.1,23,0,,
2026-05-23T19:00:00Z,gulmarg,Gulmarg,34.0484,74.3805,64,28,40,200,460,18.8,59,1.6,26,0,,
2026-05-23T19:00:00Z,pahalgam,Pahalgam,34.0159,75.3151,62,18.8,25.1,277,460,17.9,40,2.8,15,0,,
2026-05-23T19:00:00Z,sonamarg,Sonamarg,34.305,75.293,50,1.7,3,164,446,1.1,85,0,3,0,,
2026-05-23T19:00:00Z,yusmarg,Yusmarg,33.83,74.66,74,47.7,55.8,340,472,45.4,11,2.3,18,0,,
2026-05-23T19:00:00Z,tangmarg,Tangmarg,34.045,74.429,64,28,40,200,460,18.8,59,1.6,26,0,,
2026-05-23T19:00:00Z,uri,Uri,34.079,74.05,60,20,27.1,179,482,16.4,43,1.3,16,0,,
2026-05-23T19:00:00Z,awantipora,Awantipora,33.92,75.01,62,18.8,25.1,496,473,17.9,40,2.8,15,0,,
2026-05-23T19:00:00Z,bijbehara,Bijbehara,33.793,75.105,65,24.2,29.4,608,487,26.3,20,0.5,18,0,,
2026-05-23T19:00:00Z,qazigund,Qazigund,33.64,75.15,65,24.2,29.4,309,476,26.3,20,0.5,18,0,,
2026-05-23T19:00:00Z,verinag,Verinag,33.55,75.254,65,24.2,29.4,284,486,26.3,20,0.5,18,0,,
2026-05-23T19:00:00Z,kokernag,Kokernag,33.59,75.32,65,24.2,29.4,284,486,26.3,20,0.5,18,0,,
2026-05-23T19:00:00Z,tral,Tral,33.935,75.11,62,18.8,25.1,350,482,17.9,40,2.8,15,0,,
2026-05-23T19:00:00Z,beerwah,Beerwah,33.995,74.71,74,47.7,55.8,395,467,45.4,11,2.3,18,0,,
2026-05-23T19:00:00Z,banihal,Banihal,33.438,75.197,65,24.2,29.4,213,464,26.3,20,0.5,18,0,,
2026-05-23T19:00:00Z,gurez,Gurez (Dawar),34.63,74.83,49,1.5,2.6,143,452,3,81,0,2,0,,
2026-05-23T19:00:00Z,tangdhar,Tangdhar,34.69,74.08,55,7,9.8,174,467,6.8,104,0,7,0,,
2026-05-23T20:00:00Z,srinagar,Srinagar,34.0837,74.7973,74,44.5,52.3,664,497,39.8,13,2.1,17,0,,
2026-05-23T20:00:00Z,anantnag,Anantnag,33.7311,75.1487,65,22.9,30.6,421,476,21.7,25,0.4,19,0,,
2026-05-23T20:00:00Z,baramulla,Baramulla,34.198,74.3636,64,27,38.5,199,474,17.2,53,1.6,25,0,,
2026-05-23T20:00:00Z,budgam,Budgam,33.9299,74.7857,74,44.5,52.3,233,464,39.8,13,2.1,17,0,,
2026-05-23T20:00:00Z,bandipora,Bandipora,34.4177,74.6431,61,16.4,23.2,178,468,21.2,41,3.9,13,0,,
2026-05-23T20:00:00Z,ganderbal,Ganderbal,34.2265,74.7748,61,16.4,23.2,219,480,21.2,41,3.9,13,0,,
2026-05-23T20:00:00Z,kulgam,Kulgam,33.6444,75.0192,65,22.9,30.6,225,466,21.7,25,0.4,19,0,,
