time,station_id,name,latitude,longitude,aqi,pm25,pm10,co,co2,no2,o3,so2,dust,uv,temp,hum
2026-06-10T19:00:00Z,srinagar,Srinagar,34.0837,74.7973,81,38.6,42.8,693,529,39.4,17,2.5,9,0,,
2026-06-10T19:00:00Z,anantnag,Anantnag,33.7311,75.1487,70,32,37.1,424,496,34.5,30,3,11,0,,
2026-06-10T19:00:00Z,baramulla,Baramulla,34.198,74.3636,72,24,29,278,535,21.7,56,3.9,12,0,,
2026-06-10T19:00:00Z,budgam,Budgam,33.9299,74.7857,81,38.6,42.8,280,478,39.4,17,2.5,9,0,,
2026-06-10T19:00:00Z,bandipora,Bandipora,34.4177,74.6431,69,24.9,29.9,194,491,22.3,55,3.8,12,0,,
2026-06-10T19:00:00Z,ganderbal,Ganderbal,34.2265,74.7748,69,24.9,29.9,218,496,22.3,55,3.8,12,0,,
2026-06-10T19:00:00Z,kulgam,Kulgam,33.6444,75.0192,70,32,37.1,165,466,34.5,30,3,11,0,,
2026-06-10T19:00:00Z,kupwara,Kupwara,34.5262,74.2546,77,29.1,35.7,224,530,22.3,72,4.5,15,0,,
2026-06-10T19:00:00Z,pulwama,Pulwama,33.8716,74.8988,81,38.6,42.8,342,483,39.4,17,2.5,9,0,,
2026-06-10T19:00:00Z,shopian,Shopian,33.7167,74.8333,68,25.6,29.2,265,466,26.1,21,0.2,9,0,,
2026-06-10T19:00:00Z,sopore,Sopore,34.287,74.467,77,29.1,35.7,377,518,22.3,72,4.5,15,0,,
2026-06-10T19:00:00Z,handwara,Handwara,34.4,74.28,77,29.1,35.7,239,536,22.3,72,4.5,15,0,,
2026-06-10T19:00:00Z,gulmarg,Gulmarg,34.0484,74.3805,72,24,29,181,463,21.7,56,3.9,12,0,,
2026-06-10T19:00:00Z,pahalgam,Pahalgam,34.0159,75.3151,61,22.3,26.7,297,478,20.8,41,2.5,9,0,,
2026-06-10T19:00:00Z,sonamarg,Sonamarg,34.305,75.293,75,13.4,18.3,174,443,2.9,77,0.5,13,0,,
2026-06-10T19:00:00Z,yusmarg,Yusmarg,33.83,74.66,81,38.6,42.8,215,466,39.4,17,2.5,9,0,,
2026-06-10T19:00:00Z,tangmarg,Tangmarg,34.045,74.429,72,24,29,181,463,21.7,56,3.9,12,0,,
