time,station_id,name,latitude,longitude,aqi,pm25,pm10,co,co2,no2,o3,so2,dust,uv,temp,hum
2026-06-18T19:00:00Z,srinagar,Srinagar,34.0837,74.7973,81,46.7,49,1062,488,39.6,6,0,6,0,18,81
2026-06-18T19:00:00Z,anantnag,Anantnag,33.7311,75.1487,70,31.1,32.9,714,484,27.8,11,0,5,0,16.4,89
2026-06-18T19:00:00Z,baramulla,Baramulla,34.198,74.3636,72,29.7,33.1,336,514,18.7,35,0,8,0,16.5,83
2026-06-18T19:00:00Z,budgam,Budgam,33.9299,74.7857,81,46.7,49,344,464,39.6,6,0,6,0,16,89
2026-06-18T19:00:00Z,bandipora,Bandipora,34.4177,74.6431,63,31.9,33.6,226,479,23.7,22,0,4,0,15.9,78
2026-06-18T19:00:00Z,ganderbal,Ganderbal,34.2265,74.7748,63,31.9,33.6,363,491,23.7,22,0,4,0,16.5,84
2026-06-18T19:00:00Z,kulgam,Kulgam,33.6444,75.0192,70,31.1,32.9,312,477,27.8,11,0,5,0,15.2,84
2026-06-18T19:00:00Z,kupwara,Kupwara,34.5262,74.2546,76,36.4,42.1,233,512,21.9,49,0,13,0,14.6,84
2026-06-18T19:00:00Z,pulwama,Pulwama,33.8716,74.8988,81,46.7,49,422,460,39.6,6,0,6,0,14.8,89
2026-06-18T19:00:00Z,shopian,Shopian,33.7167,74.8333,56,17.6,18.5,364,472,21.2,23,0,2,0,12.6,80
2026-06-18T19:00:00Z,sopore,Sopore,34.287,74.467,76,36.4,42.1,477,488,21.9,49,0,13,0,16,91
2026-06-18T19:00:00Z,handwara,Handwara,34.4,74.28,76,36.4,42.1,281,520,21.9,49,0,13,0,15.3,83
2026-06-18T19:00:00Z,gulmarg,Gulmarg,34.0484,74.3805,72,29.7,33.1,189,460,18.7,35,0,8,0,9.5,81
2026-06-18T19:00:00Z,pahalgam,Pahalgam,34.0159,75.3151,65,29.8,32.1,309,491,18.7,25,0,6,0,13,73
2026-06-18T19:00:00Z,sonamarg,Sonamarg,34.305,75.293,42,6.1,7,186,446,2.6,50,0,2,0,3.9,89
2026-06-18T19:00:00Z,yusmarg,Yusmarg,33.83,74.66,81,46.7,49,273,478,39.6,6,0,6,0,11.4,77
2026-06-18T19:00:00Z,tangmarg,Tangmarg,34.045,74.429,72,29.7,33.1,189,460,18.7,35,0,8,0,13.4,73
2026-06-18T19:00:00Z,uri,Uri,34.079,74.05,74,21.2,25.8,206,509,13.4,53,0.6,11,0,16.8,91
2026-06-18T19:00:00Z,awantipora,Awantipora,33.92,75.01,65,29.8,32.1,416,457,18.7,25,0,6,0,16.5,92
2026-06-18T19:00:00Z,bijbehara,Bijbehara,33.793,75.105,70,31.1,32.9,753,490,27.8,11,0,5,0,16.3,92
2026-06-18T19:00:00Z,qazigund,Qazigund,33.64,75.15,70,31.1,32.9,354,486,27.8,11,0,5,0,15.9,83
2026-06-18T19:00:00Z,verinag,Verinag,33.55,75.254,70,31.1,32.9,300,507,27.8,11,0,5,0,13.2,86
2026-06-18T19:00:00Z,kokernag,Kokernag,33.59,75.32,70,31.1,32.9,300,507,27.8,11,0,5,0,12.7,86
2026-06-18T19:00:00Z,tral,Tral,33.935,75.11,65,29.8,32.1,384,475,18.7,25,0,6,0,15.8,84
2026-06-18T19:00:00Z,beerwah,Beerwah,33.995,74.71,81,46.7,49,355,466,39.6,6,0,6,0,16.3,77
2026-06-18T19:00:00Z,banihal,Banihal,33.438,75.197,70,31.1,32.9,269,489,27.8,11,0,5,0,15.4,85
2026-06-18T19:00:00Z,gurez,Gurez (Dawar),34.63,74.83,51,4.2,6.3,153,464,3.7,81,0,4,0,10.6,87
2026-06-18T19:00:00Z,tangdhar,Tangdhar,34.69,74.08,43,8.5,11.4,160,495,9.5,74,0.1,7,0,3.8,89
2026-06-18T20:00:00Z,srinagar,Srinagar,34.0837,74.7973,82,42.4,44.4,919,499,35.5,9,0,5,0,17.3,84
2026-06-18T20:00:00Z,anantnag,Anantnag,33.7311,75.1487,70,28.3,30,604,484,22.2,21,0,5,0,15.4,91
2026-06-18T20:00:00Z,baramulla,Baramulla,34.198,74.3636,72,29.1,32,269,509,18.5,26,0,7,0,16.6,81
2026-06-18T20:00:00Z,budgam,Budgam,33.9299,74.7857,82,42.4,44.4,333,474,35.5,9,0,5,0,15.4,90
2026-06-18T20:00:00Z,bandipora,Bandipora,34.4177,74.6431,63,26.4,27.9,195,482,18.9,26,0,3,0,14.5,80
2026-06-18T20:00:00Z,ganderbal,Ganderbal,34.2265,74.7748,63,26.4,27.9,287,498,18.9,26,0,3,0,15.6,81
2026-06-18T20:00:00Z,kulgam,Kulgam,33.6444,75.0192,70,28.3,30,254,475,22.2,21,0,5,0,14.2,86
2026-06-18T20:00:00Z,kupwara,Kupwara,34.5262,74.2546,76,33.6,38.6,207,522,20.2,41,0.1,12,0,13.8,85
2026-06-18T20:00:00Z,pulwama,Pulwama,33.8716,74.8988,82,42.4,44.4,406,468,35.5,9,0,5,0,13.8,88
2026-06-18T20:00:00Z,shopian,Shopian,33.7167,74.8333,57,18.7,19.7,274,465,19.2,28,0,3,0,11.4,82
2026-06-18T20:00:00Z,sopore,Sopore,34.287,74.467,76,33.6,38.6,423,498,20.2,41,0.1,12,0,15.8,91
2026-06-18T20:00:00Z,handwara,Handwara,34.4,74.28,76,33.6,38.6,235,524,20.2,41,0.1,12,0,14.7,84
2026-06-18T20:00:00Z,gulmarg,Gulmarg,34.0484,74.3805,72,29.1,32,172,460,18.5,26,0,7,0,9.3,80
2026-06-18T20:00:00Z,pahalgam,Pahalgam,34.0159,75.3151,65,22.4,23.9,240,483,13.6,35,0,4,0,12.4,62
2026-06-18T20:00:00Z,sonamarg,Sonamarg,34.305,75.293,37,4.4,5.1,165,445,1.8,56,0,1,0,1.5,98
2026-06-18T20:00:00Z,yusmarg,Yusmarg,33.83,74.66,82,42.4,44.4,248,478,35.5,9,0,5,0,10,84
2026-06-18T20:00:00Z,tangmarg,Tangmarg,34.045,74.429,72,29.1,32,172,460,18.5,26,0,7,0,13,74
2026-06-18T20:00:00Z,uri,Uri,34.079,74.05,74,21.5,25.7,197,521,12.1,51,0.4,10,0,16.2,91
2026-06-18T20:00:00Z,awantipora,Awantipora,33.92,75.01,65,22.4,23.9,407,459,13.6,35,0,4,0,16.2,91
2026-06-18T20:00:00Z,bijbehara,Bijbehara,33.793,75.105,70,28.3,30,694,491,22.2,21,0,5,0,15.7,94
2026-06-18T20:00:00Z,qazigund,Qazigund,33.64,75.15,70,28.3,30,310,484,22.2,21,0,5,0,14.9,84
2026-06-18T20:00:00Z,verinag,Verinag,33.55,75.254,70,28.3,30,274,511,22.2,21,0,5,0,12.5,86
2026-06-18T20:00:00Z,kokernag,Kokernag,33.59,75.32,70,28.3,30,274,511,22.2,21,0,5,0,12,86
